TRAVEL_ID,recommend_result_place
a_a002761,"['남이섬', '제이드가든수목원', '남문', '아침고요수목원', '용추폭포', '자라섬', '워터플레이 수상레저', '자라섬 남도', '보야지투자라섬', '가평뮤직빌리지 음악역1939']"
a_a005650,
a_a001244,"['소금산출렁다리', '소금산그랜드밸리', '간현관광지', '배론성지', '뮤지엄산', '송도센트럴파크 웨스트보트하우스', '송도센트럴파크', '송도센트럴파크 이스트보트하우스', '센트럴공원수상택시', '쉐라톤그랜드 인천호텔 6층 수영장']"
a_a005324,"['남산공원 N서울타워', '남산서울타워', '남산', '남대문시장']"
a_a002979,['광장시장 전골목']
a_a009817,"['경복궁', '광화문광장', '세종문화회관', '감고당길', '청와대 본관', '열린송현녹지광장', '국립민속박물관', '국립고궁박물관', '광화문', '청와대 정문']"
a_a004178,"['테르메덴', '관고전통시장']"
a_a006562,"['화담숲', '곤지암리조트 곤지암루지360', '곤지암루지360', '곤지암리조트 스파라스파', '광교호수공원', '신대호수', '원천호수', '아쿠아플라넷 광교']"
a_a005139,"['잠실종합운동장 올림픽주경기장', '소피텔 앰배서더 서울', '석촌호수 동호', '잠실한강공원', '잠실종합운동장 잠실야구장', '롯데호텔월드', '롯데월드 샤롯데씨어터', '석촌호수 서호', '서울스카이', '롯데월드아쿠아리움']"
a_a005193,"['제부도', '제부도 빨간등대', '제부도해수욕장', '제부도 워터워크', '서해랑제부도해상케이블카 전곡승강장', '서해랑제부도해상케이블카 제부승강장']"
a_a006750,"['재인폭포', '임진강댑싸리공원']"
a_a014948,"['소피텔 앰배서더 서울', '석촌호수 동호', '여의도한강공원', '여의도공원', '서울스카이', '롯데월드아쿠아리움', '아쿠아플라넷63', '여의도공원 문화의마당', '63스퀘어', '한강']"
a_a000056,"['용연', '수원화성', '서울대학교 수원수목원', '수원탑동시민농장', '수원팔색길 화성성곽길', '수원KT위즈파크', '방화수류정', '북수원온천', '수원월드컵경기장', '수원천']"
a_a015245,"['에버랜드', '에버랜드 판다월드', '에버랜드 아마존익스프레스', '에버랜드 로스트밸리', '에버랜드 정문', '캐리비안베이', '호암미술관', '삼성화재교통박물관', '와우정사', '용인농촌테마파크']"
a_a004767,"['한국민속촌', '백남준아트센터', '경기도박물관', '경기도어린이박물관', '경희대학교 국제캠퍼스', '보정동카페거리', 'AK& 기흥']"
a_a018006,"['동대문디자인플라자', '남대문시장']"
a_a006026,"['헤이리예술마을', '장릉', '오두산통일전망대', '헤이리무장애노을숲길', '국립민속박물관 파주', '잇츠콜라박물관', 'DMZ 장단콩두부마을', '엘리펀트플라잉', '프로방스마을', '통일동산두부마을']"
a_a007058,"['홍대패션거리', '홍대예술의거리', 'KT&G상상마당 홍대', '홍대앞걷고싶은거리']"
a_a007894,"['수원월드컵경기장', '방화수류정', '화성행궁', '화서공원', '플라잉수원', '수원화성 화홍문', '효원공원 월화원', '수원시립미술관', '경수갤러리', '수원화성 서남암문']"
a_a018008,['백운호수']
a_a007194,"['안양파빌리온', '안양예술공원', '안양중앙시장']"
a_a005302,"['여의도한강공원', '63스퀘어', '여의도공원 문화의마당', '여의도공원', '서울세계불꽃축제', '아쿠아플라넷63', '한강', '63전망대', '63아트홀', '이랜드크루즈']"
a_a002004,"['안성팜랜드', '아쿠아필드 안성', '스타필드 안성']"
a_a002652,"['에버랜드', '캐리비안베이', '에버랜드 판다월드', '에버랜드 아마존익스프레스', '에버랜드 로스트밸리', '에버랜드 정문', '호암미술관', '삼성화재교통박물관', '용인농촌테마파크', '호암미술관 전통정원희원']"
a_a004683,"['방화수류정', '화성행궁', '수원월드컵경기장', '플라잉수원', '화서공원', '수원화성 화홍문', '경수갤러리', '효원공원 월화원', '수원시립미술관', '수원화성박물관']"
a_a005095,['서울공예박물관']
a_a017957,"['수원월드컵경기장', '방화수류정', '플라잉수원', '화서공원', '효원공원 월화원', '화성행궁', '대승원', '수원시립미술관', '경수갤러리', '수원화성 연무대 관광안내소']"
a_a000407,"['에버랜드', '캐리비안베이', '에버랜드 로스트밸리', '에버랜드 정문', '에버랜드 아마존익스프레스', '에버랜드 판다월드', '호암미술관', '경복궁', '삼성화재교통박물관', '남산공원 N서울타워']"
a_a004093,
a_a005397,"['벽초지수목원', '마장호수출렁다리', '마장호수']"
a_a007866,"['용연', '수원화성', '수원KT위즈파크', '수원팔색길 화성성곽길', '방화수류정', '수원월드컵경기장', '화성행궁', '수원천', '플라잉수원', '북수원온천']"
a_a000030,"['송도센트럴파크 웨스트보트하우스', '송도센트럴파크 이스트보트하우스', '용연', '송도센트럴파크', '수원월드컵경기장', '센트럴공원수상택시', '수원KT위즈파크', '쉐라톤그랜드 인천호텔 6층 수영장', '방화수류정', '플라잉수원']"
a_a001998,"['서울대학교 수원수목원', '수원탑동시민농장', '용연', '수원월드컵경기장', '수원KT위즈파크', '수원화성', '방화수류정', '수원팔색길 화성성곽길', '플라잉수원', '화서공원']"
a_a006134,"['에버랜드', '캐리비안베이', '에버랜드 판다월드', '에버랜드 아마존익스프레스', '에버랜드 로스트밸리', '에버랜드 정문', '호암미술관', '삼성화재교통박물관', '용인농촌테마파크', '호암미술관 전통정원희원']"
a_a007924,"['벽초지수목원', '마장호수출렁다리', '마장호수']"
b_b006351,"['수원월드컵경기장', '방화수류정', '플라잉수원', '화서공원', '효원공원 월화원', '화성행궁', '수원시립미술관', '경수갤러리', '대승원', '수원시립 아이파크미술관']"
a_a000647,
a_a001080,['이태원거리']
a_a003274,"['일산호수공원', '정발산', '고양시선인장전시관', '밤가시공원', '라페스타', '벨라시타']"
a_a000573,"['용연', '수원KT위즈파크', '수원화성', '수원팔색길 화성성곽길', '수원천', '북수원온천']"
a_a006020,"['임진각 평화누리', '평화랜드', '임진각관광지', '황희선생유적지', '문산자유시장']"
a_a002239,"['남산공원 N서울타워', '남산서울타워', '남산', '잠실종합운동장 올림픽주경기장', '롯데호텔월드', '잠실종합운동장 잠실야구장', '잠실한강공원', '롯데월드 샤롯데씨어터', '석촌호수 서호', '잠실종합운동장']"
a_a003449,"['여의도한강공원', '여의도공원', '여의도공원 문화의마당', '63스퀘어', '창덕궁', '창경궁', '아쿠아플라넷63', '한강', '서울세계불꽃축제', '창덕궁 돈화문']"
a_a003822,"['물의정원', '다산생태공원', '정약용유적지', '정약용유적지 생가', '실학박물관']"
a_a005258,"['남한산성둘레길 2코스', '남한산성둘레길 1코스', '남한산성', '남한산성 행궁', '남한산성 서문 전망대']"
a_a001702,"['산정호수', '비둘기낭폭포', '한탄강하늘다리', '한탄강 지질공원센터', '산정호수둘레길', '포천아트밸리', '포천한탄강하늘다리', '고석정국민관광지', '허브아일랜드', '산정호수 명성산억새꽃축제']"
a_a017555,
a_a017667,"['여의도한강공원', '여의도공원', '아쿠아플라넷63', '63스퀘어', '여의도공원 문화의마당', '한강', '서울세계불꽃축제', '이랜드크루즈', '63전망대', '63아트홀']"
a_a002209,
a_a004771,
a_a011873,"['경복궁', '광화문광장', '세종문화회관', '청와대 본관', '국립민속박물관', '국립고궁박물관', '광화문', '청와대 정문', '대한민국역사박물관', '청와대 영빈관']"
a_a003144,"['소피텔 앰배서더 서울', '잠실종합운동장 올림픽주경기장', '석촌호수 동호', '잠실한강공원', '잠실종합운동장 잠실야구장', '롯데호텔월드', '롯데월드아쿠아리움', '석촌호수 서호', '롯데월드 샤롯데씨어터', '서울스카이']"
a_a008052,"['소피텔 앰배서더 서울', '석촌호수 동호', '서울스카이', '롯데월드아쿠아리움', '석촌호수수변무대', '롯데시네마 월드타워', '석촌호수산책길', '롯데월드타워', '롯데월드타워&롯데월드몰', '송리단길']"
a_a001736,"['미사호수공원', '오즈의마법사테마공원']"
a_a004915,"['일산호수공원', '정발산', '밤가시공원', '고양시선인장전시관', '라페스타', '벨라시타']"
a_a010137,"['덕수궁', '국립현대미술관 덕수궁관', '덕수궁돌담길']"
a_a008616,"['두물머리', '세미원', '두물머리연핫도그', '두물머리 물래길 1코스', '두물머리나루터', '테르메덴', '쉬자파크', '용문사', '용문천년시장', '양평물맑은시장']"
a_a007378,"['양화한강공원', '선유도공원']"
a_a002378,"['에버랜드', '캐리비안베이', '에버랜드 판다월드', '에버랜드 아마존익스프레스', '에버랜드 로스트밸리', '에버랜드 정문', '난지한강공원', '호암미술관', '하늘공원', '삼성화재교통박물관']"
a_a006001,"['고양어린이박물관', '중남미문화원', '아쿠아필드 고양', '창릉천', '행주산성역사공원', '서삼릉', '스타필드 고양', '화정역광장', '원당시장']"
a_a006545,"['흥인지문공원', '동관왕묘', '동묘시장', '흥인지문', '광장시장', '동대문종합시장 먹거리장터', '동대문종합시장', '동대문종합시장 악세서리부자재시장']"
a_a004970,"['레솔레파크', '의왕조류생태과학관', '철도박물관']"
a_a007727,"['벽초지수목원', '마장호수출렁다리', '마장호수']"
b_b004636,['국립과천과학관']
a_a007418,['백운호수']
a_a003949,"['화담숲', '곤지암리조트 곤지암루지360', '곤지암루지360', '곤지암리조트 스파라스파']"
a_a007928,"['대한불교조계종 신륵사', '신륵사관광지', '여주오곡나루축제']"
a_a017812,"['송도센트럴파크 웨스트보트하우스', '송도센트럴파크 이스트보트하우스', '송도센트럴파크', '쉐라톤그랜드 인천호텔 6층 수영장', '센트럴공원수상택시', '솔찬공원', '미추홀공원', '인천도시역사관', '송도한옥마을', '송도달빛축제공원']"
a_a006632,['왕송호수']
a_a010436,
a_a014619,"['석촌호수 동호', '소피텔 앰배서더 서울', '덕수궁', '서울스카이', '롯데월드아쿠아리움', '석촌호수수변무대', '국립현대미술관 덕수궁관', '롯데시네마 월드타워', '덕수궁돌담길', '롯데월드타워']"
a_a000789,"['경복궁', '세종문화회관', '광화문광장', '청와대 본관', '국립민속박물관', '국립고궁박물관', '광화문', '청와대 정문', '세종문화회관 대극장', '대한민국역사박물관']"
a_a017689,"['킨텍스 제2전시장', '현대모터스튜디오 고양', '아쿠아플라넷 일산', '킨텍스 제1전시장', '킨텍스', '원마운트']"
a_a001573,"['수원화성', '용연', '수원팔색길 화성성곽길', '방화수류정', '광교호수공원', '수원KT위즈파크', '수원월드컵경기장', '화성행궁', '신대호수', '화서공원']"
a_a006989,"['월미산', '월미테마파크', '월미공원', '한국이민사박물관', '마이랜드', '월미도', '월미문화의거리', '인천차이나타운']"
a_a002011,"['창경궁', '창덕궁', '경복궁', '광화문광장', '창덕궁 후원', '창덕궁 돈화문', '세종문화회관', '청와대 본관', '광화문', '국립고궁박물관']"
a_a004788,"['서울숲', '섬세이 테라리움', '디뮤지엄', '메가박스 성수', '서울숲카페거리']"
a_a015340,"['서울랜드', '국립현대미술관 과천관', '서울대공원', '서울대공원 어린이동물원']"
a_a017661,"['에버랜드', '캐리비안베이', '에버랜드 판다월드', '에버랜드 아마존익스프레스', '에버랜드 로스트밸리', '에버랜드 정문', '호암미술관', '삼성화재교통박물관', '용인농촌테마파크', '와우정사']"
a_a005619,"['국립과천과학관', '서울랜드', '국립현대미술관 과천관', '서울대공원', '서울대공원 어린이동물원']"
a_a003510,"['방화수류정', '수원월드컵경기장', '화성행궁', '화서공원', '플라잉수원', '수원화성 화홍문', '효원공원 월화원', '수원화성박물관', '수원화성 연무대 관광안내소', '봉녕사']"
a_a008721,"['시흥배곧한울공원', '수원월드컵경기장', '광장시장', '방화수류정', '플라잉수원', '화성행궁', '효원공원 월화원', '화서공원', '수원시립미술관', '경수갤러리']"
a_a006808,"['에버랜드', '캐리비안베이', '에버랜드 판다월드', '에버랜드 아마존익스프레스', '에버랜드 로스트밸리', '에버랜드 정문', '호암미술관', '삼성화재교통박물관', '용인농촌테마파크', '와우정사']"
a_a003546,"['탄도항', '시화나래조력공원', '유리섬박물관', '방아머리해수욕장', '동춘서커스 상설공연장', '화랑유원지', '바다향기수목원', '대부바다향기테마파크']"
a_a009439,"['화담숲', '곤지암리조트 곤지암루지360', '곤지암루지360', '남한산성둘레길 2코스', '남한산성둘레길 1코스', '남한산성', '남한산성 행궁', '곤지암리조트 스파라스파', '남한산성 서문 전망대']"
a_a001612,"['아쿠아필드 하남', '하남유니온파크', '스타필드 하남']"
a_a014688,"['월미산', '월미테마파크', '월미공원', '한국이민사박물관', '마이랜드', '월미도', '월미문화의거리', '인천차이나타운']"
a_a001627,"['천주교서울대교구 주교좌 명동대성당', '명동거리']"
a_a006054,"['물의정원', '아쿠아필드 하남', '다산생태공원', '하남유니온파크', '스타필드 하남', '정약용유적지', '정약용유적지 생가', '실학박물관']"
a_a018132,['렛츠런파크서울']
a_a000221,"['두물머리', '세미원', '두물머리연핫도그', '두물머리 물래길 1코스', '두물머리나루터', '쉬자파크', '양평물맑은시장']"
a_a003242,"['경복궁', '광화문광장', '세종문화회관', '유니플렉스', '아트원씨어터', '낙산공원', '틴틴홀', '마로니에공원', '청와대 본관', '국립민속박물관']"
a_a001308,"['수원월드컵경기장', '방화수류정', '화서공원', '플라잉수원', '화성행궁', '효원공원 월화원', '수원화성 동북공심돈', '장안공원 화서문', '수원화성 서남암문', '수원화성 연무대 관광안내소']"
a_a008007,"['월미산', '월미테마파크', '월미공원', '한국이민사박물관', '마이랜드', '월미도', '인천아트플랫폼', '월미문화의거리', '신포국제시장']"
a_a001509,"['소래습지생태공원', '소래역사관', '인천차이나타운', '소래포구 해오름광장', '소래포구종합어시장']"
a_a004933,"['지혜의숲', '미메시스아트뮤지엄', '파주출판도시']"
a_a002010,['신포국제시장']
a_a002585,"['아쿠아필드 하남', '하남유니온파크', '스타필드 하남']"
a_a011587,"['방화수류정', '수원월드컵경기장', '화성행궁', '화서공원', '플라잉수원', '수원화성 화홍문', '효원공원 월화원', '경수갤러리', '수원화성 동북공심돈', '장안공원 화서문']"
a_a015319,"['월미산', '월미테마파크', '월미공원', '마이랜드', '한국이민사박물관', '인천차이나타운', '월미도', '인천종합어시장', '월미문화의거리']"
a_a003291,"['포천아트밸리', '허브아일랜드', '호텔신북온천']"
a_a007026,"['레솔레파크', '백운호수', '의왕조류생태과학관', '철도박물관']"
a_a011190,"['석촌호수 동호', '소피텔 앰배서더 서울', '롯데월드아쿠아리움', '서울스카이', '석촌호수수변무대', '롯데시네마 월드타워', '롯데월드타워', '롯데월드타워&롯데월드몰']"
a_a010072,"['이태원거리', '남대문시장']"
a_a017858,"['방화수류정', '수원월드컵경기장', '화성행궁', '플라잉수원', '효원공원 월화원', '화서공원', '수원화성 화홍문', '대승원', '수원화성박물관', '수원시립미술관']"
a_a018224,"['수원월드컵경기장', '방화수류정', '플라잉수원', '효원공원 월화원', '화서공원', '화성행궁', '대승원', '경수갤러리', '수원시립미술관', '수원화성 연무대 관광안내소']"
a_a001464,"['서울랜드', '국립현대미술관 과천관', '국립과천과학관', '서울대공원', '서울대공원 어린이동물원', '렛츠런파크서울']"
a_a007079,"['방화수류정', '수원월드컵경기장', '화성행궁', '화서공원', '플라잉수원', '효원공원 월화원', '수원화성 화홍문', '수원시립미술관', '경수갤러리', '대승원']"
a_a001516,"['아쿠아필드 하남', '스타필드 하남', '하남유니온파크', '용추폭포', '자라섬', '워터플레이 수상레저', '자라섬 남도', '보야지투자라섬', '가평뮤직빌리지 음악역1939', '자라섬 꽃테마공원']"
a_a007205,"['코엑스', '서울 선릉과 정릉', '마이아트뮤지엄', '봉은사', '글래드강남코엑스센터', '코엑스 아쿠아리움', '파르나스몰', '인터컨티넨탈 서울코엑스', '스타필드 코엑스몰']"
a_a017538,"['배곧생명공원', '시흥오이도박물관', '옥구공원', '오아시스', '오이도 빨강등대', '오이도']"
a_a002425,"['서대문독립공원', '서대문형무소역사관']"
a_a004008,"['탄도항', '시화나래조력공원', '유리섬박물관', '방아머리해수욕장', '동춘서커스 상설공연장', '화랑유원지', '바다향기수목원', '대부바다향기테마파크']"
a_a002494,"['뚝섬한강공원', '커먼그라운드']"
a_a006590,"['코엑스', '서울 선릉과 정릉', '봉은사', '코엑스 아쿠아리움', '파르나스몰', '인터컨티넨탈 서울코엑스', '스타필드 코엑스몰']"
a_a009411,"['두물머리', '세미원', '두물머리연핫도그', '두물머리 물래길 1코스', '두물머리나루터']"
a_a012173,"['세빛섬', '반포한강공원 달빛광장', '파미에스테이션', '신세계센트럴시티']"
a_a006712,"['수원월드컵경기장', '방화수류정', '플라잉수원', '화서공원', '화성행궁', '효원공원 월화원', '대승원', '수원시립미술관', '경수갤러리', '수원화성 연무대 관광안내소']"
a_a004807,"['화담숲', '곤지암리조트 곤지암루지360', '곤지암루지360', '곤지암리조트 스파라스파']"
a_a001892,"['동대문디자인플라자', '메가박스 동대문', '밀리오레', '두타몰']"
a_a003320,"['에버랜드', '에버랜드 판다월드', '에버랜드 아마존익스프레스', '에버랜드 로스트밸리', '에버랜드 정문', '캐리비안베이', '호암미술관', '삼성화재교통박물관', '용인농촌테마파크', '호암미술관 전통정원희원']"
a_a006803,"['방화수류정', '수원월드컵경기장', '화성행궁', '화서공원', '효원공원 월화원', '수원화성 화홍문', '플라잉수원', '수원화성박물관', '경수갤러리', '수원화성 동북공심돈']"
a_a017808,"['고양어린이박물관', '중남미문화원', '창릉천', '아쿠아필드 고양', '행주산성역사공원', '서삼릉', '스타필드 고양', '화정역광장', '원당시장']"
a_a014461,"['잠실종합운동장 올림픽주경기장', '소피텔 앰배서더 서울', '잠실한강공원', '석촌호수 동호', '잠실종합운동장 잠실야구장', '롯데호텔월드', '서울스카이', '잠실종합운동장', '석촌호수 서호', '롯데월드 샤롯데씨어터']"
a_a000706,"['세빛섬', '반포한강공원 달빛광장', '파미에스테이션', '신세계센트럴시티']"
a_a005158,['화성융릉과건릉']
a_a010127,['아침고요수목원']
a_a005986,"['방화수류정', '수원월드컵경기장', '화성행궁', '화서공원', '플라잉수원', '수원화성 화홍문', '효원공원 월화원', '경수갤러리', '수원시립미술관', '수원화성박물관']"
a_a001971,"['서울어린이대공원', '서울어린이대공원 동물원', '광장시장']"
a_a000820,"['용추폭포', '자라섬', '워터플레이 수상레저', '자라섬 남도', '보야지투자라섬', '가평뮤직빌리지 음악역1939', '자라섬 꽃테마공원', '자라섬재즈페스티벌', '남도꽃정원', '가평잣고을시장']"
a_a002701,"['나리공원', '양주나리농원']"
a_a001352,"['잠실종합운동장 올림픽주경기장', '잠실종합운동장 잠실야구장', '롯데호텔월드', '잠실한강공원', '석촌호수 서호', '롯데월드 샤롯데씨어터', '잠실종합운동장', '롯데월드', '롯데월드 어드벤처', '롯데월드 민속박물관']"
a_a000978,"['에버랜드', '에버랜드 판다월드', '에버랜드 아마존익스프레스', '에버랜드 로스트밸리', '에버랜드 정문', '캐리비안베이', '호암미술관', '삼성화재교통박물관', '용인농촌테마파크', '호암미술관 전통정원희원']"
a_a006449,"['송도센트럴파크 웨스트보트하우스', '송도센트럴파크 이스트보트하우스', '송도센트럴파크', '쉐라톤그랜드 인천호텔 6층 수영장', '센트럴공원수상택시', '솔찬공원', '미추홀공원', '인천도시역사관', '송도한옥마을', '트리플스트리트']"
a_a005643,"['화담숲', '곤지암리조트 곤지암루지360', '곤지암루지360', '곤지암리조트 스파라스파']"
a_a005992,"['나리공원', '양주나리농원']"
a_a014856,"['남이섬', '제이드가든수목원', '남문']"
a_a004909,"['화담숲', '곤지암리조트 곤지암루지360', '곤지암루지360', '곤지암리조트 스파라스파']"
d_d004639,"['국립현대미술관 서울관', '잠실종합운동장 올림픽주경기장', '롯데호텔월드', '잠실종합운동장 잠실야구장', '잠실한강공원', '석촌호수 서호', '케이스포돔 올림픽체조경기장', '롯데월드 샤롯데씨어터', '잠실종합운동장', '롯데월드 민속박물관']"
a_a000824,"['코엑스', '서울 선릉과 정릉', '석촌호수산책길', '봉은사', '코엑스 아쿠아리움', '파르나스몰', '인터컨티넨탈 서울코엑스', '송리단길', '스타필드 코엑스몰']"
a_a006232,"['포천아트밸리', '허브아일랜드', '호텔신북온천']"
a_a012155,"['화담숲', '곤지암리조트 곤지암루지360', '곤지암루지360', '곤지암리조트 스파라스파']"
a_a017831,['인천차이나타운']
a_a007408,"['코엑스', '서울어린이대공원', '마이아트뮤지엄', '서울 선릉과 정릉', '서울어린이대공원 동물원', '봉은사', '글래드강남코엑스센터', '코엑스 아쿠아리움', '파르나스몰', '인터컨티넨탈 서울코엑스']"
a_a000891,
a_a018126,
a_a014164,"['방화수류정', '수원월드컵경기장', '화성행궁', '화서공원', '플라잉수원', '효원공원 월화원', '수원화성 화홍문', '경수갤러리', '수원시립미술관', '대승원']"
a_a012198,
a_a002344,"['백운호수', '스타필드시티 부천']"
a_a002895,"['흥인지문공원', '흥인지문', '동대문종합시장 먹거리장터', '동대문종합시장', '동대문종합시장 악세서리부자재시장']"
a_a010138,"['경의선숲길', '무신사스탠다드 홍대', 'AK& 홍대', '경의선책거리']"
a_a003778,"['방화수류정', '수원월드컵경기장', '화성행궁', '플라잉수원', '화서공원', '효원공원 월화원', '수원화성 화홍문', '대승원', '경수갤러리', '수원시립미술관']"
a_a001753,"['잠실종합운동장 올림픽주경기장', '케이스포돔 올림픽체조경기장', '올림픽공원', '올림픽공원 88잔디마당', '잠실한강공원', '잠실종합운동장 잠실야구장', '롯데호텔월드', '롯데월드', '롯데월드 샤롯데씨어터', '잠실종합운동장']"
a_a007102,"['소피텔 앰배서더 서울', '석촌호수 동호', '롯데월드아쿠아리움', '서울스카이', '롯데시네마 월드타워', '석촌호수수변무대', '롯데월드타워', '롯데월드타워&롯데월드몰']"
a_a002760,['아침고요수목원']
a_a003073,"['예스파크', '예스파크 이천도자예술마을', '이천도자기축제']"
a_a002211,"['춘천삼악산호수케이블카', '춘천중도물레길', '의암공원', 'KT&G상상마당 춘천']"
a_a005424,"['벽초지수목원', '마장호수출렁다리', '마장호수', '오두산통일전망대', '장릉', '헤이리예술마을', '헤이리무장애노을숲길', '국립민속박물관 파주', '잇츠콜라박물관', 'DMZ 장단콩두부마을']"
a_a004982,"['양화한강공원', '선유도공원']"
a_a018070,"['벽초지수목원', '마장호수출렁다리', '마장호수']"
a_a002493,"['여의도한강공원', '여의도공원 문화의마당', '63스퀘어', '여의도공원', '경복궁', '세종문화회관', '아쿠아플라넷63', '잠실종합운동장 올림픽주경기장', '광화문광장', '서울세계불꽃축제']"
a_a004937,"['화담숲', '곤지암리조트 곤지암루지360', '곤지암루지360', '곤지암리조트 스파라스파']"
a_a001380,"['용연', '수원월드컵경기장', '수원KT위즈파크', '수원화성', '방화수류정', '수원팔색길 화성성곽길', '플라잉수원', '수원천', '화서공원', '화성행궁']"
a_a000373,"['두물머리', '세미원', '두물머리연핫도그', '두물머리 물래길 1코스', '두물머리나루터', '용문사', '용문천년시장']"
a_a007013,"['화담숲', '곤지암리조트 곤지암루지360', '곤지암루지360', '곤지암리조트 스파라스파']"
a_a007595,"['남산공원 N서울타워', '남산', '남산서울타워']"
a_a006375,"['화담숲', '곤지암리조트 곤지암루지360', '곤지암루지360', '곤지암리조트 스파라스파']"
a_a000266,"['미리내성지', '안성팜랜드', '아쿠아필드 안성', '스타필드 안성']"
a_a001709,"['두물머리', '세미원', '두물머리연핫도그', '두물머리 물래길 1코스', '두물머리나루터']"
a_a007919,"['경복궁', '광화문광장', '덕수궁', '종묘', '세종문화회관', '국립현대미술관 덕수궁관', '청와대 본관', '국립고궁박물관', '광화문', '국립민속박물관']"
a_a007157,"['지혜의숲', '미메시스아트뮤지엄', '파주출판도시', '헤이리예술마을', '오두산통일전망대', '장릉', '헤이리무장애노을숲길', '국립민속박물관 파주', '잇츠콜라박물관', 'DMZ 장단콩두부마을']"
a_a017704,"['월미산', '월미테마파크', '월미공원', '한국이민사박물관', '송월동동화마을', '마이랜드', '인천차이나타운', '월미도', '월미문화의거리']"
a_a003077,"['용연', '수원화성', '수원KT위즈파크', '수원팔색길 화성성곽길', '수원천', '북수원온천']"
a_a012183,['미리내성지']
a_a002491,"['에버랜드', '캐리비안베이', '에버랜드 판다월드', '에버랜드 아마존익스프레스', '에버랜드 로스트밸리', '에버랜드 정문', '호암미술관', '삼성화재교통박물관', '용인농촌테마파크', '호암미술관 전통정원희원']"
a_a004603,"['광교호수공원', '수원월드컵경기장', '방화수류정', '신대호수', '원천호수', '화서공원', '플라잉수원', '아쿠아플라넷 광교', '화성행궁', '효원공원 월화원']"
a_a006028,"['일산호수공원', '정발산', '고양시선인장전시관', '밤가시공원', '라페스타', '벨라시타']"
a_a003093,"['용추폭포', '자라섬', '워터플레이 수상레저', '자라섬 남도', '보야지투자라섬', '가평뮤직빌리지 음악역1939', '자라섬 꽃테마공원', '자라섬재즈페스티벌', '남도꽃정원', '가평잣고을시장']"
a_a013734,"['경복궁', '광화문광장', '세종문화회관', '청와대 본관', '국립민속박물관', '국립고궁박물관', '광화문', '청와대 정문', '대한민국역사박물관', '세종문화회관 대극장']"
a_a002414,"['용문사', '용문천년시장']"
a_a002908,"['방화수류정', '수원월드컵경기장', '화성행궁', '화서공원', '플라잉수원', '수원화성 화홍문', '수원시립미술관', '경수갤러리', '효원공원 월화원', '수원화성 서남암문']"
