TRAVEL_ID,recommend_result_place
a_a000573,"['탑클라우드호텔 수원점', '수원KT위즈파크', '용연', '수원화성', '수원팔색길 화성성곽길', '보영만두 북문본점', '사맛디커피실록', '수원천', '북수원온천', '에쿠스모텔']"
a_a006020,"['임진각관광지', '임진각 평화누리', '황희선생유적지', '포비 디엠지점', '평화랜드', '문산자유시장', '평화누리캠핑장']"
a_a002239,"['롯데호텔월드', '남산서울타워', '남산', '잠실종합운동장 올림픽주경기장', '상하이', '남산공원 N서울타워', '잠실한강공원', '롯데월드 샤롯데씨어터', '롯데월드 어드벤처', '잠실종합운동장 잠실야구장']"
a_a003449,"['영원식당', '서울세계불꽃축제', '켄싱턴호텔 여의도', '스시코하루', '페어몬트 앰배서더 서울', '카페노티드 여의도IFC점', '남이섬리베라펜션', '골든트리', '남이섬꼬꼬춘천닭갈비', 'W지우리조트']"
a_a003822,"['앳더팔당', '마음농장위드스테이', '물의정원', '기와집순두부 조안본점', '다산생태공원', '정약용유적지', '정약용유적지 생가', '실학박물관', '밝은광장바이크카페']"
a_a005258,"['남한산성 서문 전망대', '몽쥬이에', '남한산성둘레길 1코스', '남한산성 행궁', '남한산성둘레길 2코스', '남한산성', '반월카페', '청와정 카페&펜션', '위베이크', '남한산성 빵명장']"
a_a001702,"['산정캠프', '빵명장 본사직영점', '그린힐펜션', '아도니스아트힐호텔', '한탄강하늘다리', '고석정국민관광지', '비둘기낭폭포', '산정호수둘레길', '한탄강 지질공원센터', '가비가배']"
a_a017555,
a_a017667,"['페어몬트 앰배서더 서울', '서울세계불꽃축제', '카페노티드 여의도IFC점', '스시코하루', '켄싱턴호텔 여의도', '영원식당', '콘래드 서울', '여의도한강공원', '그리츠', '후라토식당 여의도직영점']"
a_a002209,"['혜화곱창', '카페혜화동', '학림다방', '혜화도담']"
a_a004771,
a_a011873,"['광화문광장 이순신 장군 동상', '광화문광장 세종대왕동상', '광화문', '국립고궁박물관', '스타벅스 광화문점', '경복궁', '국립민속박물관', '청와대 정문', '광화문광장', '세종문화회관 대극장']"
a_a003144,"['롯데시네마 월드타워', '롯데호텔월드', '시그니엘 서울', '상하이', '잠실종합운동장 올림픽주경기장', '잠실한강공원', '롯데월드 샤롯데씨어터', '스시애', '롯데월드 어드벤처', '석촌호수수변무대']"
a_a008052,"[nan, '스타벅스 송파KT점', '설빙 석촌호수동호점', '서울스카이', '송리단길', '롯데시네마 월드타워', '부탄츄', '석촌호수 동호', '소피텔 앰배서더 서울', '롯데월드아쿠아리움']"
a_a001736,"['미사역효성해링턴타워더퍼스트오피스텔', '오즈의마법사테마공원', '일라고', 'e편한세상시티미사오피스텔', '미사호수공원']"
a_a004915,"['정발산', '일산호수공원', '라페스타', '호텔로젠하임', '고양시선인장전시관', '벨라시타', '밤가시공원', '소노캄고양 웨스트타워']"
a_a010137,"['국립현대미술관 덕수궁관', '덕수궁', '덕수궁돌담길', '광화문국밥 본점']"
a_a008616,"['양평물맑은시장', '원조양평해장국', '두물머리나루터', '두물머리', '세미원', '두물머리 물래길 1코스', '쉬자파크', '양수리빵공장', '소노휴양평 빠띠오', '구이맛투어']"
a_a007378,"['선유도공원', '양화한강공원']"
a_a002378,"['호텔썬스테이', '캐리비안베이', '난지한강공원', '에버랜드 아마존익스프레스', '에버랜드 로스트밸리', '에버랜드 정문', '에버랜드 판다월드', '호암미술관', '골든튤립에버 용인호텔', '어로프슬라이스피스']"
a_a006001,"['호텔라엘르', '고양어린이박물관', '남원추어탕', '아쿠아필드 고양', '행주산성역사공원', '중남미문화원', '스타필드 고양', '창릉천', '원당시장', '플뢰르']"
a_a006545,"['흥인지문공원', '원조누드치즈김밥', 'JW메리어트동대문스퀘어서울', '동묘시장', '동대문종합시장 먹거리장터', '동대문종합시장 악세서리부자재시장', '흥인지문', '광장시장', '동대문종합시장', '동관왕묘']"
a_a004970,"['레솔레파크', '의왕조류생태과학관', '철도박물관']"
a_a007727,"['마장호수', '벽초지수목원', '마장호수출렁다리', '아티장베이커스 파주점', '레드브릿지']"
b_b004636,"['선바위메밀장터 본점', '국립과천과학관', '하이도나', '빵공원']"
a_a007418,"['백운호수', '백운메밀', '이터스 롯데타임빌라스점']"
a_a003949,"['곤지암리조트 L빌리지', '곤지암리조트 East빌리지', '곤지암리조트', '곤지암루지360', '화담숲', '번지없는주막', '순덕이네한정식', '곤지암리조트 곤지암루지360', '소나무커피', '구좌리 얼크니손칼국수 화담숲점']"
a_a007928,"['여주오곡나루축제', '신륵사관광지', '대한불교조계종 신륵사']"
a_a017812,"['안스베이커리 송도점', '인천환경공단 송도스포츠파크 캠핑장', '송도센트럴파크 웨스트보트하우스', '쉐라톤그랜드 인천호텔 6층 수영장', '쉐라톤그랜드인천호텔 피스트', '쉐라톤그랜드 인천호텔 22층 클럽라운지', '쉐라톤그랜드 인천호텔', '송도센트럴파크', '키토빵앗간', '트리플스트리트']"
a_a006632,['왕송호수']
a_a010436,['라마다앙코르바이윈덤 김포한강호텔']
a_a014619,"[nan, '스타벅스 송파KT점', '덕수궁돌담길', '부탄츄', '서울스카이', '롯데시네마 월드타워', '소피텔 앰배서더 서울', '롯데월드아쿠아리움', '석촌호수 동호', '롯데월드타워&롯데월드몰']"
a_a000789,"['광화문광장 이순신 장군 동상', '비스타워커힐 서울', nan, '빛의시어터', '광화문', '광화문광장 세종대왕동상', '스타벅스 광화문점', '국립고궁박물관', '국립민속박물관', '경복궁']"
a_a017689,"['킨텍스바이케이트리', '킨텍스 제2전시장', '현대모터스튜디오 고양', '킨텍스', '킨텍스 제1전시장', '아쿠아플라넷 일산', '원마운트', '룩소르호텔']"
a_a001573,"['수원화성 연무대 관광안내소', '수원시립 아이파크미술관', '코트야드 바이 메리어트 수원', '르노모텔', '호텔달', '도이창커피농장', '버터북 행궁점', '청수당 해림', '탑클라우드호텔 수원점', '태화장 본점']"
a_a006989,"['전라도대왕조개구이랑칼국수', '월미도레미', '베니키아 월미도 더 블리스호텔', '미투', '월미공원', '월미산', '풀문호텔', '청춘조개 월미도직영점', '월미문화의거리', '월미테마파크']"
a_a002011,"['창덕궁 후원', '광화문광장 세종대왕동상', '창덕궁 돈화문', nan, '좋은씨앗', '창경궁', '센터마크호텔', '세종문화회관 대극장', '안녕인사동', '청와대 정문']"
a_a004788,"['메가박스 성수', '블루보틀 성수 카페', '디뮤지엄', '서울숲', '섬세이 테라리움', '서울숲스테이', '서울숲카페거리', '서울앵무새', '메종 파이프그라운드', '진작다이닝']"
a_a015340,"['국립현대미술관 과천관', '서울랜드', '서울대공원 어린이동물원', '서울대공원']"
a_a017661,"['호텔썬스테이', '캐리비안베이', '에버랜드 아마존익스프레스', '에버랜드 정문', '에버랜드 로스트밸리', '에버랜드 판다월드', '호암미술관', '골든튤립에버 용인호텔', '어로프슬라이스피스', '오오츄']"
a_a005619,"['선바위메밀장터 본점', '국립과천과학관', '하이도나', '국립현대미술관 과천관', '서울랜드', '빵공원', '서울대공원 어린이동물원', '서울대공원']"
a_a003510,"['수원화성 연무대 관광안내소', '수원시립 아이파크미술관', '르노모텔', '호텔달', '도이창커피농장', '버터북 행궁점', '태화장 본점', '수원월드컵경기장', '하쿠', '이나경송탄부대찌개']"
a_a008721,"['시흥배곧한울공원', '수원화성 연무대 관광안내소', '수원시립 아이파크미술관', '원조누드치즈김밥', '르노모텔', '호텔달', '도이창커피농장', '한라비발디캠퍼스2차아파트', '버터북 행궁점', '수원월드컵경기장']"
a_a006808,"['호텔썬스테이', '캐리비안베이', '에버랜드 아마존익스프레스', '에버랜드 로스트밸리', '에버랜드 정문', '에버랜드 판다월드', '호암미술관', '골든튤립에버 용인호텔', '어로프슬라이스피스', '오오츄']"
a_a003546,"['커피하겐나', '탄도항', '나라펜션캠핑장', '동춘서커스 상설공연장', '유리섬박물관', '시화나래조력공원', '에스텔라', '대부바다향기테마파크', '화랑유원지', '버거비치']"
a_a009439,"['남한산성 서문 전망대', '몽쥬이에', '남한산성둘레길 1코스', '곤지암리조트 East빌리지', '곤지암리조트', '곤지암리조트 L빌리지', '곤지암루지360', '남한산성 행궁', '화담숲', '남한산성둘레길 2코스']"
a_a001612,"['스타필드 하남', '아쿠아필드 하남', '하남유니온파크']"
a_a014688,"['전라도대왕조개구이랑칼국수', '월미도레미', '베니키아 월미도 더 블리스호텔', '미투', '월미공원', '월미산', '풀문호텔', '청춘조개 월미도직영점', '월미문화의거리', '월미테마파크']"
a_a001627,"['천주교서울대교구 주교좌 명동대성당', '명동교자 분점', '명동교자 본점', '명동거리', '소테츠프레사 인서울명동']"
a_a006054,"['앳더팔당', '마음농장위드스테이', '물의정원', '리펠', '스타벅스 리버사이드팔당DTR', '나인블럭 뷰팔당점', '스타필드 하남', '힘찬장어', '다산생태공원', '기와집순두부 조안본점']"
a_a018132,"['렛츠런파크서울', '마이알레 과천빌리지카페']"
a_a000221,"['양평물맑은시장', '원조양평해장국', '두물머리나루터', '두물머리', '세미원', '두물머리 물래길 1코스', '쉬자파크', '소노휴양평 빠띠오', '양수리빵공장', '두물머리연핫도그']"
a_a003242,"['광화문광장 이순신 장군 동상', '아트원씨어터', '유니플렉스', '콘텐츠박스', '플러스씨어터', '틴틴홀', '광화문', '광화문광장 세종대왕동상', '경복궁', '올림픽공원 88잔디마당']"
a_a001308,"['수원시립 아이파크미술관', '수원화성 연무대 관광안내소', '수원월드컵경기장', '르노모텔', '도이창커피농장', '버터북 행궁점', '하쿠', '호텔달', '태화장 본점', '이나경송탄부대찌개']"
a_a008007,"['전라도대왕조개구이랑칼국수', '월미도레미', '베니키아 월미도 더 블리스호텔', '미투', '풀문호텔', '월미공원', '월미산', '청춘조개 월미도직영점', '신포닭강정 본점', '월미문화의거리']"
a_a001509,"['소래포구종합어시장', '인천차이나타운', '신승반점 본점', '호텔월', '소래포구 해오름광장', '소래습지생태공원', '소래역사관']"
a_a004933,"['라이브러리스테이 지지향', '차이홍', '더티트렁크', '미메시스아트뮤지엄', '지혜의숲', '파주출판도시']"
a_a002010,"['신포닭강정 본점', '신포국제시장']"
a_a002585,"['스타필드 하남', '아쿠아필드 하남', '하남유니온파크']"
a_a011587,"['수원화성 연무대 관광안내소', '수원시립 아이파크미술관', '르노모텔', '호텔달', '도이창커피농장', '버터북 행궁점', '로마경양식', '수원월드컵경기장', '태화장 본점', '하쿠']"
a_a015319,"['전라도대왕조개구이랑칼국수', '월미도레미', '베니키아 월미도 더 블리스호텔', '미투', '월미공원', '풀문호텔', '월미산', '청춘조개 월미도직영점', '월미문화의거리', '인천종합어시장']"
a_a003291,"['아도니스아트힐호텔', '빵명장 본사직영점', '허브아일랜드 아테네홀 레스토랑', '허브아일랜드', '포천아트밸리', '호텔신북온천']"
a_a007026,"['레솔레파크', '의왕조류생태과학관', '백운호수', '백운메밀', '철도박물관', '이터스 롯데타임빌라스점']"
a_a011190,"[nan, '스타벅스 송파KT점', '서울스카이', '롯데시네마 월드타워', '석촌호수 동호', '소피텔 앰배서더 서울', '롯데월드아쿠아리움', '롯데월드타워&롯데월드몰', '롯데월드타워', '석촌호수수변무대']"
a_a010072,"['해밀톤호텔', '헤미안', '드림게스트하우스', '와이키키', '남대문시장', '이태원거리', '중앙식당', 'G게스트하우스', '알페도', '머스트스테이호텔 명동점']"
a_a017858,"['수원시립 아이파크미술관', '수원화성 연무대 관광안내소', '르노모텔', '도이창커피농장', '호텔달', '버터북 행궁점', '수원월드컵경기장', '태화장 본점', '하쿠', '이나경송탄부대찌개']"
a_a018224,"['수원시립 아이파크미술관', '수원화성 연무대 관광안내소', '하쿠', '르노모텔', '수원월드컵경기장', '도이창커피농장', '버터북 행궁점', '호텔달', '이나경송탄부대찌개', '태화장 본점']"
a_a001464,"['국립과천과학관', '선바위메밀장터 본점', '하이도나', '국립현대미술관 과천관', '서울랜드', '빵공원', '서울대공원 어린이동물원', '렛츠런파크서울', '서울대공원', '마이알레 과천빌리지카페']"
a_a007079,"['수원화성 연무대 관광안내소', '수원시립 아이파크미술관', '르노모텔', '호텔달', '도이창커피농장', '버터북 행궁점', '수원월드컵경기장', '하쿠', '태화장 본점', '이나경송탄부대찌개']"
a_a001516,"['W지우리조트', '남이섬리베라펜션', '샘이플펜션', '골든트리', '남이섬꼬꼬춘천닭갈비', '시고르', '둘레길숯불닭갈비', '닭갈비타운', '자라섬 남도', '보야지투자라섬']"
a_a007205,"[nan, '팀호완 삼성점', '서울 선릉과 정릉', '파크하얏트 서울', '중앙해장', '코엑스', '이비스스타일앰배서더 서울강남', '마이아트뮤지엄', '스타필드 코엑스몰', '코엑스 아쿠아리움']"
a_a017538,"['시흥오이도박물관', '오아시스', '배곧생명공원', '설악하우스', '오이도', '옥구공원', '오이도 빨강등대', '카페로아']"
a_a002425,"['난지한강공원', '하늘공원', '서대문형무소역사관', '서대문독립공원', '하늘공원 메타세콰이어길', '노을공원']"
a_a004008,"['탄도항', '나라펜션캠핑장', '커피하겐나', '동춘서커스 상설공연장', '유리섬박물관', '시화나래조력공원', '대부바다향기테마파크', '화랑유원지', '에스텔라', '버거비치']"
a_a002494,"['뚝섬한강공원', '커먼그라운드', '호텔케이월드']"
a_a006590,"[nan, '서울 선릉과 정릉', '팀호완 삼성점', '코엑스', '스타필드 코엑스몰', '그랜드인터컨티넨탈 서울파르나스', '인터컨티넨탈 서울코엑스', '코엑스 아쿠아리움', '파르나스몰', '봉은사']"
a_a009411,"['두물머리나루터', '두물머리', '세미원', '두물머리 물래길 1코스', '두물머리연핫도그', nan, '가람', '양수리빵공장']"
a_a012173,"['파미에스테이션', '세빛섬', '반포한강공원 달빛광장', '신세계센트럴시티', '폴바셋 파미에스테이션점']"
a_a006712,"['수원시립 아이파크미술관', '수원화성 연무대 관광안내소', '하쿠', '수원월드컵경기장', '르노모텔', '도이창커피농장', '버터북 행궁점', '호텔달', '이나경송탄부대찌개', '태화장 본점']"
a_a004807,"['태화산명가', '곤지암리조트 L빌리지', '곤지암리조트 East빌리지', '곤지암리조트', '동동국수 본점', '곤지암루지360', '화담숲', '순덕이네한정식', '원조최미자소머리국밥 본관', '번지없는주막']"
a_a001892,"['노보텔앰배서더 서울동대문호텔&레지던스', '호텔 스카이파크 킹스타운 동대문점', '메가박스 동대문', '동대문디자인플라자', '두타몰', '모텔대경', '밀리오레']"
a_a003320,"['호텔썬스테이', '캐리비안베이', '에버랜드 아마존익스프레스', '에버랜드 로스트밸리', '에버랜드 정문', '에버랜드 판다월드', '호암미술관', '골든튤립에버 용인호텔', '어로프슬라이스피스', '오오츄']"
a_a006803,"['수원화성 연무대 관광안내소', '수원시립 아이파크미술관', '르노모텔', '도이창커피농장', '호텔달', '버터북 행궁점', '태화장 본점', '수원월드컵경기장', '하쿠', '이나경송탄부대찌개']"
a_a017808,"['호텔라엘르', '고양어린이박물관', '남원추어탕', '아쿠아필드 고양', '행주산성역사공원', '중남미문화원', '스타필드 고양', '창릉천', '원당시장', '플뢰르']"
a_a014461,"['롯데시네마 월드타워', '잠실종합운동장 올림픽주경기장', '롯데호텔월드', '시그니엘 서울', '상하이', '잠실한강공원', '롯데월드 샤롯데씨어터', '스시애', '석촌호수수변무대', '롯데월드 어드벤처']"
a_a000706,"['파미에스테이션', '세빛섬', '반포한강공원 달빛광장', '신세계센트럴시티', '폴바셋 파미에스테이션점']"
a_a005158,"['화성융릉과건릉', '호텔푸르미르']"
a_a010127,"['모네하우스펜션', '더플래츠', '크래머리 브루어리', '아침고요수목원', '본가신숙희진골막국수', '나무아래오후N 2호점', '채원막국수잣두부', '가평 숲으로가는길 펜션', '칠오닭갈비 본점', '디오르펜션']"
a_a005986,"['수원화성 연무대 관광안내소', '수원시립 아이파크미술관', '르노모텔', '호텔달', '도이창커피농장', '버터북 행궁점', '태화장 본점', '수원월드컵경기장', '하쿠', '이나경송탄부대찌개']"
a_a001971,"['원조누드치즈김밥', '서울어린이대공원', '서울어린이대공원 동물원', '광장시장']"
a_a000820,"['남이섬리베라펜션', '골든트리', '남이섬꼬꼬춘천닭갈비', 'W지우리조트', '샘이플펜션', '르봉뺑', '시고르', '둘레길숯불닭갈비', '우렁쌈밥', '닭갈비타운']"
a_a002701,"['나리공원', '양주나리농원']"
a_a001352,"['롯데시네마 월드타워', '잠실종합운동장 올림픽주경기장', '롯데호텔월드', '시그니엘 서울', '상하이', '잠실한강공원', '롯데월드 샤롯데씨어터', '스시애', '롯데월드 어드벤처', '석촌호수수변무대']"
a_a000978,"['호텔썬스테이', '캐리비안베이', '에버랜드 아마존익스프레스', '에버랜드 정문', '에버랜드 판다월드', '에버랜드 로스트밸리', '호암미술관', '골든튤립에버 용인호텔', '어로프슬라이스피스', '오오츄']"
a_a006449,"['안스베이커리 송도점', '인천스테이호텔', '인천환경공단 송도스포츠파크 캠핑장', '송도센트럴파크 웨스트보트하우스', '쉐라톤그랜드 인천호텔 6층 수영장', '쉐라톤그랜드인천호텔 피스트', '쉐라톤그랜드 인천호텔 22층 클럽라운지', '쉐라톤그랜드 인천호텔', '센트럴파크', '송도센트럴파크']"
a_a005643,"['곤지암리조트 L빌리지', '곤지암리조트 East빌리지', '곤지암리조트', '곤지암루지360', '화담숲', '순덕이네한정식', '번지없는주막', '곤지암리조트 곤지암루지360', '구좌리 얼크니손칼국수 화담숲점', '소나무커피']"
